rate_hz_per_channel,repeats,generated_total_mean,generated_total_std,accepted_total_mean,accepted_total_std,sent_total_mean,sent_total_std,sent_word_total_mean,sent_word_total_std,busy_counter_total_mean,busy_counter_total_std,full_counter_total_mean,full_counter_total_std,spacing_counter_total_mean,spacing_counter_total_std,queue_counter_total_mean,queue_counter_total_std,ring_counter_total_mean,ring_counter_total_std,output_counter_total_mean,output_counter_total_std,dead_fraction_mean,dead_fraction_std
11514,4,1448.500000000,24.959967949,1362.250000000,20.122541258,1360.500000000,23.671361037,163260.000000000,2840.563324413,64.250000000,9.604686356,22.000000000,5.944184833,64.250000000,9.604686356,0.000000000,0.000000000,0.000000000,0.000000000,22.000000000,5.944184833,0.059486430,0.008772876
11681,4,1536.500000000,32.429410520,1439.000000000,28.994252304,1442.250000000,32.356091647,173070.000000000,3882.730997636,71.000000000,6.976149845,26.500000000,4.203173404,71.000000000,6.976149845,0.000000000,0.000000000,0.000000000,0.000000000,26.500000000,4.203173404,0.063427661,0.005960431
11847,4,1527.250000000,39.067249711,1432.000000000,38.952963088,1428.250000000,36.691279618,171390.000000000,4402.953554150,68.000000000,7.788880964,27.250000000,4.031128874,67.750000000,8.057087977,0.000000000,0.000000000,0.250000000,0.500000000,27.250000000,4.031128874,0.062381557,0.005982294
12013,4,1526.250000000,15.777093099,1433.250000000,20.039544240,1433.500000000,20.808652047,172020.000000000,2497.038245602,63.750000000,2.753785274,29.250000000,3.593976442,63.750000000,2.753785274,0.000000000,0.000000000,0.000000000,0.000000000,29.250000000,3.593976442,0.060958739,0.003913241
12180,4,1561.750000000,17.480942004,1457.000000000,15.726834816,1457.500000000,16.822603841,174900.000000000,2018.712460951,75.000000000,6.480740698,29.750000000,3.500000000,75.000000000,6.480740698,0.000000000,0.000000000,0.000000000,0.000000000,29.750000000,3.500000000,0.067055399,0.005798200
12346,4,1567.250000000,37.070878058,1465.500000000,29.894258089,1465.000000000,29.810512687,175800.000000000,3577.261522450,71.250000000,9.844626284,30.500000000,5.916079783,71.000000000,9.899494937,0.000000000,0.000000000,0.250000000,0.500000000,30.500000000,5.916079783,0.064843427,0.008296881
12513,4,1623.500000000,32.388269481,1514.000000000,32.238693108,1512.250000000,28.929512036,181470.000000000,3471.541444373,78.500000000,14.798648587,31.000000000,4.082482905,78.250000000,14.750706198,0.000000000,0.000000000,0.250000000,0.500000000,31.000000000,4.082482905,0.067432726,0.009240213
12679,4,1636.000000000,54.954526656,1525.750000000,40.827890794,1525.750000000,46.053411021,183090.000000000,5526.409322517,74.250000000,6.849574196,36.000000000,8.082903769,74.000000000,6.377042157,0.000000000,0.000000000,0.250000000,0.500000000,36.000000000,8.082903769,0.067233006,0.006389176
12845,4,1645.750000000,60.730964096,1533.750000000,55.397803807,1537.250000000,57.279286541,184470.000000000,6873.514384942,77.500000000,4.654746681,34.500000000,10.246950766,77.500000000,4.654746681,0.000000000,0.000000000,0.000000000,0.000000000,34.500000000,10.246950766,0.068011896,0.007204597
13012,4,1655.750000000,37.880293909,1545.750000000,30.445306152,1545.500000000,30.913858812,185460.000000000,3709.663057476,76.250000000,12.763881332,33.750000000,5.795112884,76.250000000,12.763881332,0.000000000,0.000000000,0.000000000,0.000000000,33.750000000,5.795112884,0.066354806,0.009242535
13178,4,1686.750000000,34.596483444,1567.500000000,29.183328574,1569.000000000,32.290349435,188280.000000000,3874.841932260,85.250000000,3.685557398,34.000000000,3.741657387,85.000000000,3.741657387,0.000000000,0.000000000,0.250000000,0.500000000,34.000000000,3.741657387,0.070669705,0.002477091
13345,4,1704.750000000,50.341334905,1568.500000000,45.059220292,1569.000000000,46.065171225,188280.000000000,5527.820547015,97.750000000,9.878427675,38.500000000,2.886751346,97.750000000,9.878427675,0.000000000,0.000000000,0.000000000,0.000000000,38.500000000,2.886751346,0.079887806,0.006490824
